id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,sqft_basement
3530200020,20150402T000000,790000,4,2.5,3020,36893,3020,0
2386000020,20141008T000000,885000,4,2.25,4470,86225,4470,0
6738700225,20140912T000000,1.03E+06,4,3.25,2830,4000,1910,920
6821600005,20150403T000000,710000,4,1.75,2120,5400,1060,1060
3579000010,20140814T000000,428040,3,2.5,2150,9266,2150,0
9359100101,20150414T000000,1.37E+06,5,2.25,3510,13843,1850,1660
6819100122,20140605T000000,546000,2,1,970,3400,970,0
3908100020,20140803T000000,540000,4,1,1360,5766,1360,0
6392001950,20140908T000000,435000,3,2.5,1470,3000,930,540
2872900280,20150406T000000,540000,4,2.25,3040,10283,1430,1610
6437400101,20141113T000000,284000,2,1,860,7204,860,0
7227502155,20140714T000000,208000,2,1,820,5700,820,0
1115100169,20141203T000000,315000,3,1.75,1900,7076,1130,770
2919702705,20140731T000000,417500,2,1,1330,5510,850,480
7302000500,20140917T000000,345000,3,1.75,1240,38095,1240,0
6021503656,20140902T000000,375000,3,2.5,1330,1064,1330,0
8665200020,20140623T000000,389800,3,1.75,1880,12821,1880,0
3288301330,20150408T000000,475000,3,1.75,1890,7560,1430,460
2621700010,20140508T000000,569000,4,2.25,2250,41688,2250,0
1824079073,20150331T000000,985000,5,4.25,4650,108464,3260,1390
1954440080,20150129T000000,532000,3,2.5,1830,8022,1830,0
7452500285,20140811T000000,280000,2,1,720,5000,720,0
7937600380,20150217T000000,435000,4,2,1960,50112,1050,910
5153200651,20150316T000000,223000,3,1,1220,71191,1220,0
2323069022,20150115T000000,390000,2,1,1800,119790,1200,600
1328340380,20141027T000000,315000,3,1.75,1340,12800,880,460
2256500005,20141014T000000,612000,3,3,1740,3700,1740,0
9828200545,20140513T000000,591000,3,1.75,1680,2400,870,810
686450080,20140711T000000,800000,4,2.25,3220,8436,3220,0
2571900380,20150122T000000,225000,3,2,1610,8400,1610,0
1026069120,20140508T000000,589900,2,3,3160,66646,3160,0
3882320010,20141126T000000,565000,4,2.5,2520,13156,1520,1000
1377300020,20150219T000000,650000,3,1.5,2120,8448,1060,1060
1124000005,20140918T000000,499000,3,2.5,2090,8505,2090,0
1151100010,20140515T000000,280000,3,1,1330,20562,1330,0
7997200130,20150128T000000,649950,3,2.5,2420,7500,1210,1210
2419600005,20140709T000000,420000,3,1.75,1510,6360,1510,0
5727000010,20141215T000000,319990,4,2.5,2120,5293,2120,0
8656300080,20140812T000000,265000,3,2,1850,16535,1850,0
9517200290,20150223T000000,482000,3,1.75,2300,16474,1220,1080
3123049142,20140805T000000,452000,3,2.25,2600,14810,1490,1110
4139500080,20140718T000000,1.49E+06,4,4.25,5180,13077,4280,900
6150200280,20140821T000000,375000,2,1,1810,8527,1810,0
6021500840,20140703T000000,588000,5,3,2190,4900,1490,700
8691310420,20150424T000000,635000,4,2.5,2500,10215,2500,0
1402900380,20140703T000000,280500,4,2.5,1890,6962,1890,0
2345500010,20140925T000000,210500,2,1.75,2040,8600,1430,610
3279000460,20140926T000000,196500,3,2,1310,7000,1310,0
723000114,20140505T000000,1.40E+06,5,3.5,4010,8510,2850,1160
5145100080,20150206T000000,475000,3,1.75,1780,8033,1210,570
8078410280,20150504T000000,550000,3,2.5,1980,9061,1980,0
3885806105,20140521T000000,1.58E+06,3,3.25,3690,7200,3690,0
5702380780,20150422T000000,240000,3,1.75,1540,6687,1200,340
3826000280,20150429T000000,272000,3,1,1130,8100,1130,0
1421079007,20150324T000000,408506,3,2.75,2480,209199,1870,610
3702900185,20140818T000000,640000,3,2.5,2580,7500,2580,0
4136880460,20140514T000000,316000,4,2.5,2010,7226,2010,0
7885100005,20140820T000000,299000,4,2,2320,12000,1720,600
3037200010,20150305T000000,447500,2,2.25,1180,2090,1180,0
4309710250,20140505T000000,736500,4,2.5,3180,21904,3180,0
3401700185,20140728T000000,665000,4,2,2970,52567,2970,0
2141300080,20150424T000000,707000,5,2.5,3050,13212,1590,1460
3387800380,20140829T000000,215000,4,1.75,1630,8000,1630,0
2310000280,20141211T000000,275000,3,2.25,1620,6415,1620,0
1687900170,20150325T000000,648000,4,2.25,2170,8240,2170,0
8079000190,20141028T000000,415000,4,2.5,2150,8173,2150,0
1710400005,20141119T000000,690000,3,2,1770,1800,1770,0
2473420170,20140924T000000,320000,4,2.75,2110,13260,1290,820
1056200010,20140902T000000,750000,3,1.75,1590,8285,1590,0
263000359,20140630T000000,355000,3,2.25,1370,1524,1370,0
6624010170,20140508T000000,246000,3,1.75,1390,7399,1390,0
824059265,20141001T000000,1.16E+06,3,1.75,1640,10464,1640,0
2869100080,20140606T000000,744000,3,2.5,2670,12187,2670,0
203100440,20140911T000000,1.21E+06,3,3.75,5400,24740,5400,0
9542800290,20141210T000000,217000,3,2,1690,6750,1210,480
3342100780,20140709T000000,583000,3,2.5,2600,5100,2600,0
475000080,20141111T000000,515000,2,1.5,1400,5000,1150,250
1562100380,20150319T000000,594000,4,1.75,2140,8000,1410,730
3878900185,20141022T000000,303100,3,1.5,1640,5650,1640,0
6791100280,20141010T000000,430000,3,1.75,1720,15225,1020,700
1926059099,20141208T000000,708000,5,3.25,3060,11778,3060,0
2881700547,20140813T000000,221000,3,1,1150,7260,1150,0
3260800190,20150324T000000,325000,3,2.5,2000,7205,2000,0
2954400190,20140624T000000,1.30E+06,0,0,4810,28008,4810,0
7715600050,20150219T000000,385000,3,1.75,1560,5950,780,780
3158500460,20150327T000000,359500,3,2.5,2070,4689,2070,0
4027700797,20140807T000000,433000,3,2,1920,7200,1300,620
9161100460,20150323T000000,525000,2,1,1000,4950,800,200
8069000216,20140722T000000,356200,3,2,1690,10062,940,750
3401700255,20140729T000000,595000,4,2,3090,87120,1590,1500
4083306720,20140915T000000,560000,4,1.5,1790,3420,1020,770
6377200010,20141208T000000,2.18E+06,4,3,4750,21701,4750,0
2767601100,20141027T000000,513000,4,2,2090,4000,1480,610
2856100185,20140721T000000,365000,2,1,680,2550,680,0
3438500797,20140708T000000,368000,4,1.75,2100,11942,1030,1070
6738700275,20140625T000000,870000,4,2.75,2840,4000,1960,880
1761100190,20140724T000000,225000,3,2.25,1470,6808,1160,310
713500020,20150421T000000,1.39E+06,4,4.5,4490,24767,3800,690
5412310170,20140619T000000,177000,3,1.75,1150,8079,1150,0
7751800080,20150127T000000,465000,3,1.5,1460,9879,1460,0
1121000414,20140927T000000,750000,4,2.75,3150,6343,1810,1340
4239400920,20140922T000000,149000,3,1,1090,2800,1090,0
9408300380,20140609T000000,605000,3,2.5,2670,47480,2670,0
6865200095,20141024T000000,725000,3,2,2110,5800,1990,120
6669080010,20140922T000000,413900,4,2.25,1770,5236,1770,0
1446400670,20140731T000000,199950,3,1.5,1510,6600,1510,0
203100460,20140924T000000,400000,1,1,530,13679,530,0
9523102750,20140812T000000,870000,3,1.5,2420,5000,2200,220
8078570380,20140605T000000,292000,5,2.5,2490,7666,1490,1000
1423800080,20140512T000000,225000,3,1,990,8012,990,0
9259900010,20150316T000000,466750,4,2,1730,9139,1730,0
4223400050,20150323T000000,330000,2,1.5,1440,11954,1440,0
686400380,20141002T000000,770000,7,2.25,3260,8145,3260,0
1102001112,20150213T000000,802500,4,2.25,1950,7000,1450,500
241900020,20140718T000000,378800,5,2.5,2740,5400,2740,0
8691300380,20150501T000000,795000,3,2.75,2940,12487,2940,0
3426049132,20150422T000000,460000,3,2,1200,7320,1200,0
3904901190,20141219T000000,567000,3,2.5,2070,10908,2070,0
1789900080,20140722T000000,209950,3,1.75,1570,15570,1570,0
1021049022,20140520T000000,415000,2,1,1050,60113,1050,0
5634500179,20141215T000000,424500,4,1.5,1830,6985,1080,750
795002455,20150505T000000,261000,2,1,970,12500,970,0
6666860170,20140827T000000,365000,3,2.5,2200,9696,2200,0
9828200605,20150408T000000,631000,4,2,1930,3240,1930,0
853200010,20140701T000000,3.80E+06,5,5.5,7050,42840,4320,2730
4449800345,20141008T000000,584000,3,2.5,1790,3962,1790,0
2522029136,20140729T000000,310000,3,1.75,1560,82328,1560,0
1149900050,20150312T000000,717000,4,2.5,2780,7985,2780,0
6908200080,20140616T000000,667000,3,1.5,1720,8100,1720,0
3395800660,20141230T000000,190000,3,1,1640,8100,1040,600
9414610010,20140617T000000,430000,3,2,1730,9000,1370,360
5379805120,20150424T000000,213000,2,1,740,7380,740,0
1530900290,20141007T000000,475000,3,2.5,2280,3710,1550,730
8886000005,20150309T000000,649000,2,2.75,2090,23962,2090,0
8965400010,20140606T000000,715000,3,2.5,2550,13458,2550,0
8644210470,20150318T000000,845000,4,3.5,3350,19487,2460,890
1545805980,20141110T000000,390000,3,2.5,2770,8820,1900,870
2841500010,20140924T000000,390000,4,3,2860,5724,1730,1130
1328330290,20140729T000000,328000,4,1.75,1990,7194,1400,590
4222100280,20141205T000000,239999,3,2.75,1740,8436,1140,600
4222200280,20141021T000000,225000,3,2,1460,7740,1460,0
3224510290,20141016T000000,920000,3,1.75,3670,11884,1950,1720
5196420290,20150317T000000,940000,4,2.75,3270,9231,3270,0
1703900005,20150501T000000,465000,3,1,1210,4872,1210,0
3329530480,20140701T000000,241000,3,2,1770,7000,1770,0
1541700170,20140609T000000,307550,4,2.5,1980,5909,1980,0
8833510190,20141031T000000,490000,4,2.5,2650,9627,1610,1040
8961970190,20140512T000000,647000,4,2.5,3040,6887,3040,0
323069120,20140827T000000,780000,4,2.75,3640,231739,3640,0
8944360170,20141114T000000,517500,3,2.5,1810,4332,1810,0
2546500020,20140618T000000,295000,3,2,1380,8682,1380,0
1338801060,20141204T000000,560000,4,1.5,1810,3400,1810,0
3747600050,20141105T000000,319450,5,2,2250,5472,1750,500
327000050,20141212T000000,1.50E+06,4,3.25,3860,7199,2870,990
1898900280,20140919T000000,340000,4,3,2380,20277,1500,880
1423400005,20140815T000000,249950,3,1,1370,11658,1370,0
9521100585,20140613T000000,499950,3,1,1830,3000,1430,400
2025059150,20140702T000000,1.04E+06,4,1.75,1440,13296,1440,0
8941500010,20150216T000000,750000,4,2.5,2510,17200,1540,970
1425069071,20150323T000000,875000,4,2.5,3230,256132,3230,0
686400670,20150414T000000,678000,3,1.75,1670,7210,1670,0
2624049073,20140729T000000,360000,2,1,780,4200,780,0
1523059180,20140923T000000,354900,3,1,1720,16552,1720,0
8016300250,20140827T000000,632000,5,2.5,2260,10087,1520,740
7694600143,20141218T000000,350000,3,1.75,1480,9375,1480,0
269000950,20140730T000000,990000,3,4,2550,3900,2050,500
2724079090,20150105T000000,1.65E+06,4,3.25,3920,881654,3920,0
3342103369,20140707T000000,481000,4,2.5,2286,8269,2286,0
7104100050,20140624T000000,485000,3,2.5,1500,5412,900,600
8944360290,20150413T000000,477000,3,2.5,1740,4960,1740,0
6072500050,20140729T000000,560000,5,2.5,2880,9000,1440,1440
1066000290,20141117T000000,600000,6,3,2600,9350,1340,1260
2817260130,20140613T000000,622500,5,2.75,3320,23760,2190,1130
3582750170,20150429T000000,410000,2,2.25,1660,2128,1660,0
255370420,20150402T000000,318200,3,2.5,1990,3644,1990,0
2571910380,20140605T000000,289000,3,2,1680,8424,1680,0
3832150190,20140520T000000,263000,3,1.75,1570,7775,1570,0
5279100680,20140605T000000,240000,3,1,1150,4825,1150,0
7889601870,20150407T000000,281500,3,1,1270,7500,1270,0
5694001061,20140620T000000,587206,3,3.5,1890,1710,1640,250
1912100882,20140730T000000,482000,2,2.25,1350,1248,1180,170
8563020170,20150310T000000,485000,3,1.75,1650,9500,1650,0
8656800020,20150212T000000,309000,3,2.5,1450,11480,1450,0
3876540780,20140619T000000,221000,3,2.25,1640,7350,1140,500
8563030280,20140513T000000,700000,3,2.5,2030,8398,2030,0
2114300290,20140929T000000,411500,5,3,2420,7740,1360,1060
9141100005,20141028T000000,285000,4,3.5,2770,10505,2770,0
5727500019,20140605T000000,395000,4,3,1980,7931,1160,820
1796360080,20140709T000000,237950,2,1.75,1460,7926,1460,0
9485800050,20150310T000000,680000,3,2.5,1610,8064,1160,450
5560000680,20141226T000000,199950,2,1,1010,10057,1010,0
9297300480,20141212T000000,765000,4,3.5,2760,4000,2000,760
6813600415,20140508T000000,515000,2,1,1060,4960,1060,0
6751300255,20140616T000000,470000,3,1.5,1510,8000,1510,0
3300700480,20140820T000000,330000,2,1,880,4000,780,100
5379800446,20150226T000000,284000,3,2.5,2150,9375,1550,600
9558200080,20140912T000000,295000,3,2.5,1660,8125,1150,510
6817801150,20150330T000000,555000,4,2.5,2160,10987,1440,720
1454100005,20140806T000000,350000,3,1,1370,8162,1370,0
104540840,20141203T000000,240000,3,2.25,1460,5818,1140,320
2207100635,20150204T000000,419900,3,1.5,1450,7000,1450,0
2489200250,20150430T000000,528000,3,2,1560,6300,1560,0
5130000080,20150311T000000,481000,4,2.5,2480,9869,1240,1240
6150700169,20140609T000000,304700,2,1,740,5995,740,0
8691350130,20150204T000000,715000,4,2.5,2927,12171,2927,0
6189200345,20140820T000000,738950,4,2.75,2260,12005,2260,0
2222059099,20141022T000000,215000,3,1.5,1240,9405,1240,0
7227800660,20140522T000000,300000,6,2,2040,10812,2040,0
1148000005,20140623T000000,346000,3,1.75,1270,8100,880,390
6055000430,20150327T000000,473000,4,3.5,4370,37193,2780,1590
7616200050,20150105T000000,500000,3,1.75,1700,6120,1700,0
7234601440,20140925T000000,750000,2,1.5,1300,7632,1300,0
8563020380,20140520T000000,519900,4,2,1820,9350,1820,0
1454100480,20140819T000000,378500,2,1,880,6171,880,0
5151600285,20140507T000000,314500,3,1.75,1870,12381,1870,0
2155000480,20150429T000000,499950,3,1.5,1350,9315,1350,0
1024049024,20141203T000000,1.74E+06,5,3.5,4870,7700,3650,1220
1026069163,20150422T000000,630000,3,2.5,2460,38794,2460,0
4427100095,20140623T000000,360000,4,1.5,1720,6417,1720,0
4047200380,20140526T000000,460000,2,1.5,2730,19877,1570,1160
3222049024,20140522T000000,361000,3,1,1100,4046,1100,0
2287000010,20140710T000000,713400,3,2.25,1810,9845,1810,0
3692900010,20141028T000000,445000,2,1,930,3150,930,0
320069049,20140514T000000,305000,4,1.5,1590,131551,1590,0
868002335,20150304T000000,1.43E+06,3,2.75,2710,9204,1480,1230
8945100050,20150424T000000,222000,3,1,1460,8400,1460,0
7853250080,20150216T000000,510000,5,3.25,3400,4499,2740,660
6713700250,20140604T000000,500000,5,3,2920,11440,2920,0
4232901990,20140516T000000,605000,2,1,910,3600,910,0
3578401760,20140820T000000,393000,3,2,1320,10720,1320,0
9113200290,20140625T000000,725000,4,2.5,2490,5170,2490,0
5116000250,20140707T000000,320000,3,1.75,2220,11646,1270,950
1099600010,20140612T000000,210000,4,1.5,1130,7840,1130,0
5416500980,20140729T000000,419900,4,2.5,2750,5767,2750,0
7312100010,20150302T000000,410000,4,2.5,2240,4447,2240,0
7936000562,20141216T000000,721000,3,2.25,2680,10440,1540,1140
9839300545,20140714T000000,605000,2,2,1270,5500,1270,0
6837700005,20141203T000000,738000,3,1.75,1520,5500,1520,0
6918720080,20150402T000000,725000,6,3,2480,12000,2480,0
9407001700,20140819T000000,255000,2,1,960,20954,960,0
1473200130,20150320T000000,303000,3,2.25,1340,873,1340,0
4037200585,20140723T000000,394950,3,2.5,1090,7700,1090,0
5249803870,20140902T000000,530000,4,3,2240,5580,1830,410
9558050170,20140513T000000,475000,4,2.5,3740,8700,2260,1480
1545808110,20140617T000000,250000,4,2.5,1800,8100,1800,0
1604601155,20141208T000000,180000,3,1,780,3540,780,0
2754700170,20140804T000000,443500,2,1,1330,4140,930,400
3622059180,20140703T000000,390000,4,2,1900,76877,1900,0
7201600190,20150220T000000,430000,4,1.75,1570,7650,1100,470
3450300280,20150225T000000,460000,5,4.5,3100,7260,3100,0
1036450170,20150312T000000,660000,3,3.5,2740,3785,2190,550
8965000050,20140729T000000,515000,3,1.75,1570,10939,1200,370
4354700010,20150421T000000,482500,3,2,1330,6490,1330,0
4057300170,20140602T000000,305000,2,1.5,1140,2980,1140,0
4217400185,20140603T000000,835000,4,2.75,1550,4000,1550,0
8155750010,20141204T000000,237000,3,2,1290,7952,1290,0
2159900020,20141126T000000,445000,2,1.5,1510,2001,1510,0
2487700130,20150406T000000,710000,4,2.5,2720,8000,1360,1360
2085200545,20140821T000000,180000,3,1,840,5700,840,0
9432900380,20141023T000000,280017,3,2.5,1850,8770,1850,0
2591850080,20140630T000000,436500,4,2.5,2290,11173,2290,0
1025049174,20140515T000000,1.26E+06,4,2.5,3200,7535,3200,0
5628400080,20141218T000000,420000,3,2.25,1800,9800,1300,500
7657000225,20140719T000000,205000,3,1,860,7467,860,0
6151800080,20140902T000000,570000,3,1.5,1980,10203,1680,300
6154900095,20140711T000000,565000,4,1.75,2140,7102,1070,1070
9542800050,20141211T000000,287000,2,2.5,2410,7500,1550,860
526059224,20140923T000000,260000,4,1.75,1650,7276,1010,640
526059224,20150206T000000,470000,4,1.75,1650,7276,1010,640
3275850190,20140905T000000,700000,3,2.5,2410,9916,2410,0
4137000460,20150225T000000,249000,3,1.75,1520,7500,1520,0
7936000403,20140609T000000,568000,3,1.75,2050,3520,1070,980
1175000073,20140606T000000,500000,4,1,1720,4011,1720,0
8645540290,20141126T000000,358000,5,2.5,2390,8775,1270,1120
7137960460,20140528T000000,225000,3,2.5,1680,6755,1680,0
8805400010,20150226T000000,275500,3,1,1060,7246,1060,0
1036450290,20150202T000000,495000,3,2.5,1860,3150,1860,0
7613700660,20150326T000000,758800,5,2.25,1750,5000,960,790
8648210050,20150403T000000,280000,3,1.75,1480,8165,1480,0
1565950670,20150225T000000,380500,3,2.5,1900,7361,1900,0
7159200005,20140507T000000,3.20E+06,7,4.5,6210,8856,4760,1450
8687800010,20140617T000000,260000,3,1.75,1440,12888,1090,350
4242900285,20140805T000000,630000,4,2.5,1910,1502,1910,0
7834800225,20140820T000000,875000,3,2,2010,4000,1210,800
5649600225,20150403T000000,457500,3,1,960,4600,960,0
1959702045,20141119T000000,900000,2,1,1240,5500,1240,0
717000225,20141028T000000,235000,2,2,870,6450,740,130
792500190,20140627T000000,410000,3,2,1400,45738,1400,0
3820100284,20140827T000000,355000,3,3,1850,9600,1230,620
3629890190,20140606T000000,1.30E+06,4,4,4270,6002,3180,1090
6868200029,20140929T000000,467500,3,1.75,2260,8512,1130,1130
8901000143,20141125T000000,500000,4,4.5,2690,7350,2690,0
2927600630,20150416T000000,995000,4,3.5,2780,9550,2530,250
3432501315,20140827T000000,277000,3,1,1140,8144,1140,0
5101407250,20141217T000000,630000,4,2.25,2900,9680,1990,910
3999200780,20141121T000000,628000,5,2.75,2830,11795,1710,1120
2826079145,20140814T000000,655000,5,2.5,2560,46786,2560,0
1446403145,20150122T000000,170000,2,1,1240,9900,940,300
5137000170,20141217T000000,352500,4,2.5,2100,10750,2100,0
2896310420,20150219T000000,615000,4,2.75,3120,34040,3120,0
1446400725,20140610T000000,165000,3,1,970,6600,970,0
4030500130,20140923T000000,243500,4,2.5,2300,15188,2300,0
3319500299,20140806T000000,304000,2,1.5,950,676,850,100
7139800020,20141016T000000,369000,3,1.5,2110,5195,1210,900
9433000460,20141007T000000,779950,4,2.75,2990,4298,2990,0
1326049130,20140702T000000,605000,4,2.25,2940,48788,1520,1420
7137960440,20141223T000000,292500,4,2.5,1860,8709,1860,0
3946900010,20150323T000000,500007,2,1.75,1820,6050,910,910
5592050080,20150429T000000,449999,4,2.5,1950,4947,1950,0
3288020050,20140627T000000,355000,4,2.5,1890,7867,1890,0
2459000020,20141125T000000,258000,4,3,2710,7199,1710,1000
126049167,20140619T000000,380000,4,2.25,2150,20181,1090,1060
1525079069,20140708T000000,650000,4,3,3720,57499,1880,1840
1786200010,20150514T000000,456500,4,2.5,2580,11780,2580,0
5602000275,20140825T000000,259950,4,2,1540,10212,1540,0
1446403617,20140702T000000,123000,2,1,1050,6600,1050,0
2767603649,20140730T000000,520000,3,2.25,1210,1250,1210,0
3649100387,20150416T000000,506000,4,2.25,2040,12000,1300,740
5249802660,20140730T000000,425000,3,1,980,4800,980,0
2592400470,20141205T000000,438000,5,2.5,1990,6840,1990,0
6448000020,20150129T000000,1.49E+06,4,2.5,2420,18480,2420,0
1211000185,20140616T000000,375000,4,2,1240,3000,1040,200
7399300780,20150429T000000,337500,3,2.25,1530,6600,1240,290
984100010,20140930T000000,300000,4,2.25,2080,7700,1450,630
6127010670,20140728T000000,627000,5,3.25,3570,5425,3570,0
1245002391,20141022T000000,1.40E+06,5,4.25,4230,6907,3450,780
3904921100,20150512T000000,674725,4,2.5,2700,10160,2700,0
2473381150,20140618T000000,325000,3,2.75,2200,7000,1280,920
9269750010,20150402T000000,230000,5,2,1210,12538,1210,0
1924069071,20140729T000000,485000,5,1.75,2140,43124,1220,920
2571900430,20140923T000000,315000,4,2.5,2740,8400,2740,0
8673400052,20150403T000000,560000,3,2.75,1370,1193,1370,0
5104511630,20140812T000000,444000,4,3,2800,7198,2800,0
3438500168,20150507T000000,325000,3,1.5,1060,7488,1060,0
1446403850,20140916T000000,118125,2,1,790,7153,790,0
1446403850,20150114T000000,212000,2,1,790,7153,790,0
5416500950,20150309T000000,428900,4,2.5,2820,5056,2820,0
8096600050,20150123T000000,510000,3,2,1850,9600,1850,0
1473000020,20140523T000000,416000,3,1.5,1110,9762,1110,0
722039049,20141009T000000,950000,4,3,3230,438213,3230,0
2212210660,20150227T000000,204000,3,1.5,1460,7140,980,480
6762700020,20141013T000000,7.70E+06,6,8,12050,27600,8570,3480
5608010980,20141007T000000,878000,4,2.5,3480,13421,3480,0
5015001045,20140826T000000,1.05E+06,4,3,3560,4000,2970,590
1005000250,20150130T000000,350000,2,1,840,5551,840,0
7974700122,20140610T000000,659500,3,1.75,1820,5500,1620,200
1775910460,20150313T000000,395000,3,2.5,1630,15200,1120,510
3797300190,20140708T000000,308950,4,2.5,1920,8562,1920,0
6450300605,20150501T000000,410000,3,2,1750,2550,1750,0
3918400143,20141016T000000,710000,4,3,2750,7500,1630,1120
1022049182,20150428T000000,175000,1,1,620,8685,620,0
3578400780,20150327T000000,508800,3,2,1720,10098,1140,580
6905200050,20141009T000000,606400,3,3,1800,5000,1500,300
303100080,20140528T000000,245100,3,1.75,1300,7958,1300,0
123039642,20150501T000000,540000,3,2.5,1970,14876,1320,650
8718500095,20150507T000000,415000,3,1.5,1740,9046,1740,0
1774000780,20150105T000000,469500,4,2.75,1930,13041,1180,750
2421039075,20141106T000000,195000,3,1.75,1190,14777,1190,0
4139470010,20141006T000000,1.62E+06,4,3.25,4250,12281,3020,1230
629800380,20141013T000000,1.45E+06,4,3.5,4360,24603,4360,0
8965520190,20141030T000000,1.20E+06,3,2.5,3420,16622,2410,1010
925059193,20140709T000000,1.07E+06,4,3.75,4260,9800,4260,0
1245500250,20150507T000000,555500,2,1,920,10000,920,0
9828700005,20150512T000000,440000,3,1,1040,4000,1040,0
5101402312,20150423T000000,485000,3,1,1260,7250,960,300
339200130,20140531T000000,693000,3,2.5,2460,12028,2460,0
6145602125,20140724T000000,295000,3,1,830,3386,830,0
9346910500,20150330T000000,700000,3,2.5,2060,10650,1050,1010
7986401305,20141216T000000,767500,2,1.75,2210,9374,1560,650
922059169,20141201T000000,800000,6,4.25,5480,189050,5140,340
123059071,20140708T000000,440000,3,2,1860,217800,1860,0
1626069069,20141029T000000,600000,3,2.5,1350,187313,1350,0
5605000430,20140917T000000,1.16E+06,4,2.5,2790,5450,1930,860
7640400250,20140619T000000,506000,2,1,1570,8210,1150,420
4477000290,20150311T000000,474950,4,1.75,2030,15400,1130,900
8127700440,20141211T000000,654000,3,2.5,2570,5500,1320,1250
6822100780,20140911T000000,710000,2,1,1210,6000,1000,210
9195700380,20140811T000000,620000,4,2.25,1530,7845,1030,500
1425059174,20141028T000000,390000,3,2,1510,10827,1510,0
2155000290,20140630T000000,550000,3,2.25,1720,9600,1220,500
4058200630,20141002T000000,353000,3,1.75,2190,7021,1390,800
5561400440,20140827T000000,465000,4,2.5,3030,47958,1660,1370
4178500440,20150128T000000,279900,3,2,1410,6600,1410,0
1923039022,20141120T000000,700000,2,1.75,1679,577605,1679,0
9412200660,20140619T000000,395000,4,1,1980,10350,1430,550
2780700020,20140910T000000,375000,4,2.5,1900,9428,1900,0
1868901815,20140617T000000,547000,4,1,1720,2800,1200,520
4022902715,20150403T000000,525000,5,3.25,2480,10277,1640,840
225039145,20140619T000000,285000,3,1,1210,4731,1210,0
9274203390,20140520T000000,570000,2,1.75,1540,4025,1190,350
4397000020,20150324T000000,409000,3,2.5,2740,9168,2740,0
9415950020,20140608T000000,260000,4,2.5,1811,4381,1811,0
2591830020,20140916T000000,348000,4,2.5,2720,7697,2120,600
3211200460,20140806T000000,389000,4,1,1520,9800,1520,0
2297400250,20141217T000000,445000,4,2.75,2160,7200,1220,940
9268200440,20140721T000000,400000,3,1.75,1390,4602,930,460
255580190,20140915T000000,302000,4,2.5,1740,7895,1740,0
6352600680,20141021T000000,798000,3,2.5,2849,9588,2849,0
1829700050,20140724T000000,335000,2,1,1440,8842,840,600
7859960250,20150107T000000,585000,4,2.5,3000,6892,3000,0
6072800170,20150428T000000,2.50E+06,4,4,3330,24354,3330,0
6373000130,20141201T000000,555000,4,2.25,1720,2300,860,860
4131900066,20140825T000000,3.10E+06,3,3,3920,13085,3920,0
8965450190,20150218T000000,295000,3,2.5,1500,3060,1500,0
1311200460,20140618T000000,265000,4,1.5,2050,7100,1050,1000
3764800250,20150105T000000,330000,4,2,1180,7275,1180,0
6607000095,20150218T000000,286000,4,1.5,1600,5750,1600,0
4358700188,20150331T000000,305000,3,2.5,1260,895,1160,100
5101403915,20150403T000000,970000,2,1,1290,5376,1290,0
7844200425,20150414T000000,525000,4,2,2680,14157,1460,1220
9407001330,20141202T000000,355000,3,1.75,2370,9750,1280,1090
7905370440,20141010T000000,469950,5,2.5,2310,8303,1300,1010
2202500290,20140502T000000,435000,4,1,1450,8800,1450,0
3374500250,20140922T000000,363500,4,2.5,2680,7700,2680,0
5244800895,20140523T000000,595000,2,1.5,1030,4500,830,200
100100050,20141112T000000,275000,3,1,1320,11090,1320,0
7454001060,20150408T000000,295000,2,1,670,7952,670,0
7215400280,20150116T000000,345000,3,2.25,2670,37089,2670,0
203101330,20140701T000000,485000,3,2.25,2440,47916,2090,350
2450000290,20141215T000000,1.25E+06,5,2.5,3370,8113,3370,0
5101402472,20150129T000000,340500,2,1,940,5413,940,0
4310700020,20141010T000000,280000,3,1,1100,5132,840,260
7967600285,20141211T000000,449888,3,2.25,2520,78408,2520,0
7905200381,20141028T000000,483000,2,1.75,1400,4720,820,580
3992700585,20141120T000000,445500,3,1.75,1880,9360,940,940
7972601950,20140617T000000,379900,5,3.5,2800,7350,2800,0
6870310010,20140702T000000,599950,4,3.5,2500,3080,1810,690
2970800130,20141009T000000,215000,3,1,810,5240,810,0
6084600660,20140718T000000,263000,3,2.5,1720,6847,1720,0
325059126,20150209T000000,565000,4,1,2170,12100,2170,0
526069024,20140512T000000,950000,5,3,4530,258746,3200,1330
6163901261,20140909T000000,395000,4,1,1440,8320,1440,0
4289900005,20141230T000000,1.54E+06,4,3.25,2850,4100,1820,1030
2818100255,20141029T000000,922000,4,2.5,2620,14126,1620,1000
1389310130,20141212T000000,330000,3,2.5,1676,18778,1676,0
4139910250,20150210T000000,1.53E+06,4,3.75,5850,35070,4410,1440
5416100020,20141209T000000,323000,3,1.75,1910,8329,1910,0
8682261650,20140710T000000,554000,2,2,1670,4996,1670,0
8100400170,20150410T000000,500000,3,2,2050,11454,2050,0
1604590190,20150513T000000,775000,5,3.5,3730,16679,2760,970
6882510020,20140715T000000,340000,4,1.75,1800,5210,1080,720
3459800020,20150406T000000,560000,4,1.75,2230,6838,1320,910
5437600010,20150406T000000,304000,3,2.5,1670,5298,1670,0
